Signed 3-spanning pairs for Z_3 x Z_3;
[(1, 0), (0, 1)];
[(1, 0), (1, 1)];
[(1, 0), (0, 2)];
[(1, 0), (1, 2)];
[(0, 1), (1, 1)];
[(0, 1), (1, 2)];
[(1, 1), (0, 2)];
[(1, 1), (1, 2)];
[(0, 2), (1, 2)];
