Subsets A of Z_13 of size 4 with 2-fold signed sumsets of size 7;
[(1), (3), (10), (12)];
[(1), (4), (9), (12)];
[(2), (5), (8), (11)];
[(2), (6), (7), (11)];
[(3), (4), (9), (10)];
[(5), (6), (7), (8)];

Subsets A of Z_13 of size 5 with 2-fold signed sumsets of size 9;
[(0), (1), (2), (11), (12)];
[(0), (1), (6), (7), (12)];
[(0), (2), (4), (9), (11)];
[(0), (3), (5), (8), (10)];
[(0), (3), (6), (7), (10)];
[(0), (4), (5), (8), (9)];

